ekatte,region,municipality,settlement,permanent_06_2020,current_06_2020
44238,Q2012057,Q288100,Q237254,25172,22632
21436,Q2012057,Q288100,Q2456045,197,278
22695,Q2012057,Q288100,Q2457406,187,223
30291,Q2012057,Q288100,Q1085527,887,895
37544,Q2012057,Q288100,Q2016071,1015,1129
53970,Q2012057,Q288100,Q2458502,46,83
67310,Q2012057,Q288100,Q2462438,155,172
68672,Q2012057,Q288100,Q2461709,1263,1246
68758,Q2012057,Q288100,Q2462486,199,267
72940,Q2012057,Q288100,Q2462554,717,754
00792,Q2012057,Q2609050,Q2011461,464,571
47593,Q2012057,Q2609050,Q2994103,1706,1682
56544,Q2012057,Q2609050,Q2462448,61,77
62222,Q2012057,Q2609050,Q2654202,1072,1062
67386,Q2012057,Q2609050,Q2461307,271,392
48489,Q2012057,Q2016122,Q220121,49597,41208
03201,Q2012057,Q2016122,Q1086923,298,316
03722,Q2012057,Q2016122,Q1086070,303,503
04251,Q2012057,Q2016122,Q1085478,437,615
11137,Q2012057,Q2016122,Q2460164,240,319
11171,Q2012057,Q2016122,Q1087076,374,414
11939,Q2012057,Q2016122,Q1086551,68,81
14180,Q2012057,Q2016122,Q2013350,1191,1174
16153,Q2012057,Q2016122,Q1086473,95,234
17018,Q2012057,Q2016122,Q1086342,352,501
21840,Q2012057,Q2016122,Q1086324,621,736
22040,Q2012057,Q2016122,Q1086763,139,274
22250,Q2012057,Q2016122,Q1087015,143,203
03736,Q2012057,Q2016122,Q1086639,569,638
37304,Q2012057,Q2016122,Q1085945,80,116
39503,Q2012057,Q2016122,Q1088005,214,410
43730,Q2012057,Q2016122,Q2460882,186,396
51665,Q2012057,Q2016122,Q1085319,353,479
67043,Q2012057,Q2016122,Q1086840,234,313
67667,Q2012057,Q2016122,Q4425143,807,903
70024,Q2012057,Q2016122,Q1088066,462,580
70113,Q2012057,Q2016122,Q1085282,417,604
70233,Q2012057,Q2016122,Q1086858,154,293
73167,Q2012057,Q2016122,Q767521,65,107
81390,Q2012057,Q2545392,Q405361,1783,1641
03469,Q2012057,Q2545392,Q2653241,195,220
16239,Q2012057,Q2545392,Q2653772,88,128
16300,Q2012057,Q2545392,Q2456011,144,194
29115,Q2012057,Q2545392,Q2457266,305,266
47353,Q2012057,Q2545392,Q2654423,277,251
48475,Q2012057,Q2545392,Q2458481,83,186
58116,Q2012057,Q2545392,Q2461449,372,410
61090,Q2012057,Q2545392,Q2462429,29,35
80354,Q2012057,Q2545392,Q2462639,63,80
22873,Q2012057,Q2609055,Q2455954,790,817
24551,Q2012057,Q2609055,Q2456033,756,869
38159,Q2012057,Q2609055,Q2459074,795,888
87299,Q2012057,Q2609055,Q2994055,1508,1760
02837,Q2012227,Q8019066,Q1756874,3099,2895
51874,Q2012227,Q8019066,Q2460726,2676,2139
76162,Q2012227,Q8019066,Q2021863,626,550
03592,Q2012227,Q2404510,Q407705,4057,3625
00165,Q2012227,Q2404510,Q2063625,401,519
14163,Q2012227,Q2404510,Q1085376,426,427
15802,Q2012227,Q2404510,Q2653546,453,450
24414,Q2012227,Q2404510,Q1086988,458,486
47812,Q2012227,Q2404510,Q4290467,984,931
48903,Q2012227,Q2404510,Q1086524,901,834
66319,Q2012227,Q2404510,Q1086676,1049,1030
06207,Q2012227,Q2403879,Q405842,4072,4035
07586,Q2012227,Q2403879,Q1088085,1344,1235
29522,Q2012227,Q2403879,Q1086304,52,55
32888,Q2012227,Q2403879,Q1085403,2156,2080
37705,Q2012227,Q2403879,Q1087065,749,765
61220,Q2012227,Q2403879,Q1085884,464,474
62973,Q2012227,Q2403879,Q4396681,387,394
10450,Q2012227,Q655383,Q405114,25764,24334
00881,Q2012227,Q655383,Q2454687,375,342
83421,Q2012227,Q655383,Q4062098,262,253
07836,Q2012227,Q655383,Q1085365,387,399
07853,Q2012227,Q655383,Q2454645,34,37
07867,Q2012227,Q655383,Q1088053,165,175
12989,Q2012227,Q655383,Q1086948,167,171
12334,Q2012227,Q655383,Q1085386,331,321
18513,Q2012227,Q655383,Q1088071,186,173
18527,Q2012227,Q655383,Q1086528,219,194
17823,Q2012227,Q655383,Q1086889,1245,1181
24325,Q2012227,Q655383,Q1085300,275,273
23234,Q2012227,Q655383,Q1086756,5012,4863
36035,Q2012227,Q655383,Q1088082,202,182
41136,Q2012227,Q655383,Q1086590,1091,1060
55631,Q2012227,Q655383,Q1086973,868,834
63687,Q2012227,Q655383,Q1085584,420,386
65534,Q2012227,Q655383,Q4410260,1553,1529
78272,Q2012227,Q655383,Q1086965,145,136
81863,Q2012227,Q655383,Q1086634,192,197
86115,Q2012227,Q655383,Q1086726,207,191
05459,Q2012227,Q1749195,Q1086622,623,595
21172,Q2012227,Q1749195,Q1085534,1248,1238
35571,Q2012227,Q1749195,Q2016899,1040,1276
43369,Q2012227,Q1749195,Q2597240,686,854
55275,Q2012227,Q1749195,Q2018780,360,394
78478,Q2012227,Q1749195,Q6670536,848,906
84067,Q2012227,Q1749195,Q2476243,235,451
55155,Q2012227,Q764056,Q186576,84619,75834
00254,Q2012227,Q764056,Q4060822,3324,3248
00571,Q2012227,Q764056,Q1086651,466,500
06149,Q2012227,Q764056,Q1085426,2250,2166
10505,Q2012227,Q764056,Q4106901,878,855
14619,Q2012227,Q764056,Q2653530,675,724
15028,Q2012227,Q764056,Q935172,2433,2286
15271,Q2012227,Q764056,Q1086422,1435,1431
20362,Q2012227,Q764056,Q2013943,796,847
21556,Q2012227,Q764056,Q1086212,1336,1429
23457,Q2012227,Q764056,Q1085604,1474,1405
30572,Q2012227,Q764056,Q1086519,1885,1751
32010,Q2012227,Q764056,Q4195507,3149,2990
39428,Q2012227,Q764056,Q2654120,138,192
44879,Q2012227,Q764056,Q4272832,389,406
46749,Q2012227,Q764056,Q2654176,4067,3952
48444,Q2012227,Q764056,Q1086644,529,631
48876,Q2012227,Q764056,Q2654093,1949,1864
53285,Q2012227,Q764056,Q2654103,877,1025
53335,Q2012227,Q764056,Q2459852,2524,2433
55556,Q2012227,Q764056,Q2458463,1106,1086
56561,Q2012227,Q764056,Q1086375,946,952
63032,Q2012227,Q764056,Q4397753,480,550
65437,Q2012227,Q764056,Q2654154,1396,1427
65468,Q2012227,Q764056,Q2463073,189,210
66559,Q2012227,Q764056,Q2654856,1927,1797
72713,Q2012227,Q764056,Q1085973,183,196
77061,Q2012227,Q764056,Q1085503,1073,1114
78056,Q2012227,Q764056,Q2462906,242,261
78570,Q2012227,Q764056,Q4506093,982,1005
81089,Q2012227,Q764056,Q2463594,2043,1980
86074,Q2012227,Q764056,Q1086365,1513,1495
55302,Q2012227,Q2444212,Q406222,18350,16977
02717,Q2012227,Q2444212,Q2653189,636,630
07572,Q2012227,Q2444212,Q2597470,1007,1062
27406,Q2012227,Q2444212,Q2990411,613,611
22681,Q2012227,Q2444212,Q2989655,654,672
53103,Q2012227,Q2444212,Q2459597,1080,1051
59375,Q2012227,Q2444212,Q2459576,289,291
57128,Q2012227,Q2444212,Q2989218,791,810
57580,Q2012227,Q2444212,Q2654298,1853,1640
68271,Q2012227,Q2444212,Q1663219,8,5
56277,Q2012227,Q1749334,Q407570,21824,20144
36124,Q2012227,Q1749334,Q2458444,656,679
61371,Q2012227,Q1749334,Q2461601,1272,1369
38844,Q2012227,Q1749198,Q406029,4456,4308
62004,Q2012227,Q1749198,Q405554,8977,8655
23008,Q2012227,Q1749198,Q2014051,2901,2740
10820,Q2012227,Q1749330,Q2380619,3108,2981
66264,Q2012227,Q1749330,Q406523,8813,8279
05949,Q2012227,Q1749330,Q1085520,751,808
10104,Q2012227,Q1749330,Q4103598,2102,2061
10851,Q2012227,Q1749330,Q1086442,1570,1479
11154,Q2012227,Q1749330,Q1086555,1357,1393
16732,Q2012227,Q1749330,Q1085437,18,35
22592,Q2012227,Q1749330,Q1086497,2,4
31214,Q2012227,Q1749330,Q4192489,1064,1060
36172,Q2012227,Q1749330,Q12108486,1285,1413
37491,Q2012227,Q1749330,Q2016698,2650,2603
44053,Q2012227,Q1749330,Q7237700,930,915
66202,Q2012227,Q1749330,Q2461651,2130,2063
66439,Q2012227,Q1749330,Q12152732,911,872
67009,Q2012227,Q1749330,Q2021310,302,353
69835,Q2012227,Q1749338,Q405507,4277,4149
04368,Q2012227,Q1749338,Q2653227,122,187
24726,Q2012227,Q1749338,Q2459406,131,203
65807,Q2012227,Q1749338,Q2654831,115,152
67516,Q2012227,Q1749338,Q2463029,165,292
70648,Q2012227,Q19706485,Q405972,3688,3553
47559,Q2012227,Q19706485,Q1085573,739,708
59224,Q2012227,Q19706485,Q4366262,703,666
06286,Q2012234,Q2405103,Q390361,4020,3987
00610,Q2012234,Q2405103,Q1074371,5,6
02066,Q2012234,Q2405103,Q1074356,10,29
02614,Q2012234,Q2405103,Q1073445,34,52
03099,Q2012234,Q2405103,Q1074178,99,128
04042,Q2012234,Q2405103,Q1074165,0,5
06313,Q2012234,Q2405103,Q1073648,24,37
06639,Q2012234,Q2405103,Q1074414,1,6
10548,Q2012234,Q2405103,Q2013040,140,170
11034,Q2012234,Q2405103,Q1074247,13,29
14893,Q2012234,Q2405103,Q1073995,90,113
15331,Q2012234,Q2405103,Q1074274,1,7
16382,Q2012234,Q2405103,Q1074296,8,14
16612,Q2012234,Q2405103,Q1074387,9,20
18349,Q2012234,Q2405103,Q1074031,39,66
22263,Q2012234,Q2405103,Q1074188,106,146
22506,Q2012234,Q2405103,Q1073558,7,15
24205,Q2012234,Q2405103,Q2653623,5,4
30048,Q2012234,Q2405103,Q4182880,8,12
41126,Q2012234,Q2405103,Q1074427,68,99
39150,Q2012234,Q2405103,Q1073610,172,201
39517,Q2012234,Q2405103,Q4237699,11,13
39855,Q2012234,Q2405103,Q4240801,1,6
49374,Q2012234,Q2405103,Q1073525,2,20
51490,Q2012234,Q2405103,Q1074317,43,54
52324,Q2012234,Q2405103,Q1073551,474,486
53463,Q2012234,Q2405103,Q1073676,1,9
62373,Q2012234,Q2405103,Q4391605,37,71
17796,Q2012234,Q2405103,Q1074948,57,79
63519,Q2012234,Q2405103,Q4401734,8,7
65084,Q2012234,Q2405103,Q1074910,50,94
67163,Q2012234,Q2405103,Q1075403,193,242
68059,Q2012234,Q2405103,Q1075534,61,86
68833,Q2012234,Q2405103,Q4439593,26,49
87579,Q2012234,Q2405103,Q1075641,6,22
30778,Q2012234,Q4191007,Q405329,1470,1683
03887,Q2012234,Q4191007,Q1074194,16,30
04340,Q2012234,Q4191007,Q1074267,42,80
12228,Q2012234,Q4191007,Q1073487,19,48
14146,Q2012234,Q4191007,Q1073472,39,65
16167,Q2012234,Q4191007,Q1074214,25,51
16170,Q2012234,Q4191007,Q1074300,17,55
20972,Q2012234,Q4191007,Q1074241,77,134
22054,Q2012234,Q4191007,Q1073531,14,21
29012,Q2012234,Q4191007,Q1073466,48,153
35482,Q2012234,Q4191007,Q1073689,43,78
49357,Q2012234,Q4191007,Q1074307,36,59
53415,Q2012234,Q4191007,Q1073569,11,22
55141,Q2012234,Q4191007,Q1074312,4,14
56280,Q2012234,Q4191007,Q4362233,97,154
62356,Q2012234,Q4191007,Q1075143,2,18
67595,Q2012234,Q4191007,Q1075360,3,20
27043,Q2012234,Q2405644,Q1074431,110,221
35434,Q2012234,Q2405644,Q2459632,256,400
37513,Q2012234,Q2405644,Q1375652,198,363
38724,Q2012234,Q2405644,Q1074421,71,148
43918,Q2012234,Q2405644,Q1073642,169,231
61947,Q2012234,Q2405644,Q1074965,37,114
65591,Q2012234,Q2405644,Q4410497,73,153
66648,Q2012234,Q2405644,Q2716946,170,376
67266,Q2012234,Q2405644,Q4423210,5,8
80385,Q2012234,Q2405644,Q4511874,28,50
72223,Q2012234,Q4351615,Q407198,2178,2101
55871,Q2012234,Q4351615,Q185289,83973,75964
04618,Q2012234,Q4351615,Q1073452,380,569
05760,Q2012234,Q4351615,Q1073459,83,249
11209,Q2012234,Q4351615,Q4112182,55,94
11288,Q2012234,Q4351615,Q1074364,189,268
15504,Q2012234,Q4351615,Q1073607,508,660
20986,Q2012234,Q4351615,Q1074157,1681,1725
23251,Q2012234,Q4351615,Q1074197,1841,2149
30836,Q2012234,Q4351615,Q1073543,71,87
37174,Q2012234,Q4351615,Q4222860,1025,1277
39387,Q2012234,Q4351615,Q1073602,545,688
43428,Q2012234,Q4351615,Q4259424,81,75
44656,Q2012234,Q4351615,Q7232572,719,748
48037,Q2012234,Q4351615,Q1074222,775,1003
56650,Q2012234,Q4351615,Q4364448,11,20
61618,Q2012234,Q4351615,Q1074989,18,61
62219,Q2012234,Q4351615,Q4390202,317,399
63152,Q2012234,Q4351615,Q1075378,1207,1528
66072,Q2012234,Q4351615,Q1074322,102,119
70038,Q2012234,Q4351615,Q4444469,1532,1740
81952,Q2012234,Q4351615,Q4513277,254,271
81623,Q2012234,Q4351615,Q2654846,15,29
87480,Q2012234,Q4351615,Q2463506,977,1026
61577,Q2012234,Q1749664,Q405742,14880,13501
02230,Q2012234,Q1749664,Q2653198,34,84
03277,Q2012234,Q1749664,Q1073625,11,18
04529,Q2012234,Q1749664,Q1073669,31,84
05534,Q2012234,Q1749664,Q1074234,30,51
11404,Q2012234,Q1749664,Q4113020,114,157
16208,Q2012234,Q1749664,Q1074346,81,331
18263,Q2012234,Q1749664,Q1073619,168,217
20256,Q2012234,Q1749664,Q1073684,98,192
22085,Q2012234,Q1749664,Q1073496,268,509
22490,Q2012234,Q1749664,Q1073586,231,282
23443,Q2012234,Q1749664,Q4167520,18,25
23649,Q2012234,Q1749664,Q1074204,782,992
24832,Q2012234,Q1749664,Q1073507,335,537
29060,Q2012234,Q1749664,Q2653524,30,105
29622,Q2012234,Q1749664,Q1073659,70,101
32384,Q2012234,Q1749664,Q4198464,389,539
36566,Q2012234,Q1749664,Q1074184,29,52
41232,Q2012234,Q1749664,Q1075495,215,283
38265,Q2012234,Q1749664,Q1073707,94,133
38460,Q2012234,Q1749664,Q1073652,126,152
41251,Q2012234,Q1749664,Q1074329,45,88
51278,Q2012234,Q1749664,Q1073536,78,122
51617,Q2012234,Q1749664,Q4320408,23,44
57964,Q2012234,Q1749664,Q1075079,22,85
58311,Q2012234,Q1749664,Q7216535,126,201
61354,Q2012234,Q1749664,Q1075431,28,42
69064,Q2012234,Q1749664,Q4440034,104,172
69239,Q2012234,Q1749664,Q4442484,300,438
75023,Q2012234,Q1749664,Q1075569,31,58
80488,Q2012234,Q1749664,Q2655404,47,62
81709,Q2012234,Q1749664,Q1075592,48,176
73273,Q2012234,Q2404637,Q406863,2646,2483
02645,Q2012234,Q2404637,Q2453821,3,9
03873,Q2012234,Q2404637,Q1088174,10,42
04697,Q2012234,Q2404637,Q19601699,6,11
05918,Q2012234,Q2404637,Q2455496,15,40
07096,Q2012234,Q2404637,Q2455607,17,45
07137,Q2012234,Q2404637,Q2455445,5,11
10478,Q2012234,Q2404637,Q1073701,22,46
11017,Q2012234,Q2404637,Q1073421,3,9
12139,Q2012234,Q2404637,Q509978,15,23
12348,Q2012234,Q2404637,Q1073516,14,21
14979,Q2012234,Q2404637,Q4139112,61,82
15134,Q2012234,Q2404637,Q1073694,58,70
16331,Q2012234,Q2404637,Q1073597,6,7
17077,Q2012234,Q2404637,Q4145856,10,64
20818,Q2012234,Q2404637,Q1074170,10,12
21854,Q2012234,Q2404637,Q1074149,7,21
22201,Q2012234,Q2404637,Q1074288,15,28
24517,Q2012234,Q2404637,Q2457353,7,11
27084,Q2012234,Q2404637,Q1073636,27,71
27351,Q2012234,Q2404637,Q4175057,13,20
27601,Q2012234,Q2404637,Q1073578,21,57
30017,Q2012234,Q2404637,Q3811364,14,21
30716,Q2012234,Q2404637,Q1073631,56,105
37602,Q2012234,Q2404637,Q1074228,30,30
39027,Q2012234,Q2404637,Q1074261,11,39
41040,Q2012234,Q2404637,Q1074014,2,1
43195,Q2012234,Q2404637,Q1074279,15,35
43551,Q2012234,Q2404637,Q1074006,8,20
44269,Q2012234,Q2404637,Q7236586,33,43
44781,Q2012234,Q2404637,Q631762,14,44
48249,Q2012234,Q2404637,Q1073427,12,21
48252,Q2012234,Q2404637,Q1074396,15,30
49182,Q2012234,Q2404637,Q1074379,8,10
49196,Q2012234,Q2404637,Q4305513,13,55
51130,Q2012234,Q2404637,Q1075511,10,26
51343,Q2012234,Q2404637,Q2654155,47,50
55453,Q2012234,Q2404637,Q1836201,32,49
55814,Q2012234,Q2404637,Q1074336,12,12
58551,Q2012234,Q2404637,Q2654303,6,8
61501,Q2012234,Q2404637,Q1075005,12,30
62205,Q2012234,Q2404637,Q1075012,15,23
62565,Q2012234,Q2404637,Q1074997,4,15
67458,Q2012234,Q2404637,Q1075330,15,21
68641,Q2012234,Q2404637,Q1075060,12,15
69777,Q2012234,Q2404637,Q2468822,9,32
70086,Q2012234,Q2404637,Q1075335,5,12
73479,Q2012234,Q2404637,Q1075648,99,136
76114,Q2012234,Q2404637,Q985540,126,184
78327,Q2012234,Q2404637,Q1075584,7,10
83209,Q2012234,Q2404637,Q4524131,0,3
87566,Q2012234,Q2404637,Q1075474,34,54
03366,Q2012242,Q2657351,Q405236,8122,7487
07630,Q2012242,Q2657351,Q4101549,269,296
20537,Q2012242,Q2657351,Q2014580,413,418
40573,Q2012242,Q2657351,Q2016541,128,152
56085,Q2012242,Q2657351,Q2018706,281,335
72117,Q2012242,Q2657351,Q2021711,209,245
18099,Q2012242,Q2721295,Q407213,3407,3264
06402,Q2012242,Q2721295,Q2459882,1911,1852
14876,Q2012242,Q2721295,Q2654529,1836,1792
22335,Q2012242,Q2721295,Q2014666,441,444
24308,Q2012242,Q2721295,Q2013842,399,447
30199,Q2012242,Q2721295,Q4183714,256,300
14888,Q2012242,Q2721295,Q4204011,188,200
39712,Q2012242,Q2721295,Q4240488,275,297
43284,Q2012242,Q2721295,Q2017544,341,493
48204,Q2012242,Q2721295,Q2018456,1655,1551
68045,Q2012242,Q2721295,Q2462235,586,536
83394,Q2012242,Q2721295,Q2022364,285,350
22215,Q2012242,Q2721258,Q405829,3469,3316
73359,Q2012242,Q2721258,Q405720,4560,4480
02227,Q2012242,Q2721258,Q2012033,359,421
03993,Q2012242,Q2721258,Q2012265,582,641
05013,Q2012242,Q2721258,Q2012446,1017,1100
06210,Q2012242,Q2721258,Q2653080,471,612
16345,Q2012242,Q2721258,Q2013496,1740,1779
17364,Q2012242,Q2721258,Q2653640,175,202
38145,Q2012242,Q2721258,Q2017098,1006,1089
40195,Q2012242,Q2721258,Q2016934,858,921
53655,Q2012242,Q2721258,Q2018789,1243,1355
56865,Q2012242,Q2721258,Q2019768,510,535
57025,Q2012242,Q2721258,Q2019712,718,934
62596,Q2012242,Q2721258,Q2461771,672,771
67012,Q2012242,Q2721258,Q4422985,383,509
68607,Q2012242,Q2721258,Q2021355,1639,1531
22407,Q2012242,Q2561191,Q405145,4548,4481
07524,Q2012242,Q2561191,Q2012927,821,889
16537,Q2012242,Q2561191,Q2013917,1983,1855
17470,Q2012242,Q2561191,Q2653683,1079,916
40213,Q2012242,Q2561191,Q4242673,2300,2110
56201,Q2012242,Q2561191,Q2019189,1598,1628
65070,Q2012242,Q2561191,Q2021078,2349,2229
43236,Q2012242,Q2561243,Q405610,11359,10317
00761,Q2012242,Q2561243,Q2011183,1769,1678
00802,Q2012242,Q2561243,Q4071396,605,633
05044,Q2012242,Q2561243,Q2012271,89,97
07274,Q2012242,Q2561243,Q2012530,765,778
10080,Q2012242,Q2561243,Q2012745,18,26
17556,Q2012242,Q2561243,Q4147402,984,981
32531,Q2012242,Q2561243,Q4198500,422,465
37647,Q2012242,Q2561243,Q2015849,664,714
46841,Q2012242,Q2561243,Q2018381,1309,1256
53089,Q2012242,Q2561243,Q2019308,1963,2112
69153,Q2012242,Q2561243,Q2021364,394,377
73345,Q2012242,Q2561243,Q2021593,543,536
51723,Q2012242,Q596766,Q409102,4346,3629
00744,Q2012242,Q596766,Q2454329,184,232
02957,Q2012242,Q596766,Q2011428,449,473
12365,Q2012242,Q596766,Q4128506,617,661
20314,Q2012242,Q596766,Q2014370,532,623
23193,Q2012242,Q596766,Q2014196,547,532
27019,Q2012242,Q596766,Q2014170,60,77
29310,Q2012242,Q596766,Q2015646,76,81
44152,Q2012242,Q596766,Q4265465,179,220
44536,Q2012242,Q596766,Q4271434,148,185
49415,Q2012242,Q596766,Q2018945,696,717
51932,Q2012242,Q596766,Q4321887,1080,1060
65320,Q2012242,Q596766,Q2020529,262,294
80697,Q2012242,Q596766,Q2022068,439,395
55782,Q2012242,Q2721004,Q406538,3512,3335
22438,Q2012242,Q2721004,Q2014266,1791,1774
56493,Q2012242,Q2721004,Q4363600,774,869
69095,Q2012242,Q2721004,Q4440610,959,980
56722,Q2012242,Q2657334,Q165420,123588,102955
67088,Q2012242,Q2657334,Q405978,4335,4213
03068,Q2012242,Q2657334,Q2414092,576,807
05921,Q2012242,Q2657334,Q2653115,517,936
06690,Q2012242,Q2657334,Q2455515,726,942
06999,Q2012242,Q2657334,Q2012824,4207,4266
12752,Q2012242,Q2657334,Q2458308,442,712
17258,Q2012242,Q2657334,Q2014157,99,297
17854,Q2012242,Q2657334,Q2990475,1488,1729
24935,Q2012242,Q2657334,Q2015194,1038,1086
37856,Q2012242,Q2657334,Q2016152,794,1018
40974,Q2012242,Q2657334,Q2015953,77,208
41037,Q2012242,Q2657334,Q2017647,251,361
43147,Q2012242,Q2657334,Q2017515,45,133
47963,Q2012242,Q2657334,Q7224960,748,804
51620,Q2012242,Q2657334,Q4320410,637,925
53583,Q2012242,Q2657334,Q4335113,1731,1700
55765,Q2012242,Q2657334,Q2019462,469,789
61426,Q2012242,Q2657334,Q2020231,420,651
62116,Q2012242,Q2657334,Q2020541,238,406
72566,Q2012242,Q2657334,Q4459355,268,482
73523,Q2012242,Q2657334,Q2021729,246,444
73674,Q2012242,Q2657334,Q2021631,1023,1054
87597,Q2012242,Q2657334,Q4539164,2511,2614
57772,Q2012242,Q2721267,Q405579,2107,2064
05493,Q2012242,Q2721267,Q2012344,134,212
12601,Q2012242,Q2721267,Q2653631,774,998
30590,Q2012242,Q2721267,Q2016297,483,785
35780,Q2012242,Q2721267,Q2015723,751,776
36614,Q2012242,Q2721267,Q2015617,46,67
53446,Q2012242,Q2721267,Q2019316,939,950
72881,Q2012242,Q2721267,Q2021755,379,493
37863,Q2012242,Q2560800,Q406343,4700,4342
80501,Q2012242,Q2560800,Q407330,14871,12950
06433,Q2012242,Q2560800,Q2012768,378,463
14934,Q2012242,Q2560800,Q4139083,1372,1296
16540,Q2012242,Q2560800,Q2013801,1454,1274
20383,Q2012242,Q2560800,Q2458234,684,644
43311,Q2012242,Q2560800,Q2458956,382,389
61580,Q2012242,Q2560800,Q2020193,1542,1610
61950,Q2012242,Q2560800,Q4389345,769,865
62503,Q2012242,Q2560800,Q2020399,957,1049
63361,Q2012242,Q2560800,Q4400190,1248,1229
70281,Q2012242,Q2560800,Q2021534,663,667
72206,Q2012242,Q2560800,Q2021841,740,855
81551,Q2012242,Q2560800,Q2022595,1005,965
37376,Q2012242,Q2721276,Q405731,11124,10490
06375,Q2012242,Q2721276,Q2455420,1682,1783
27509,Q2012242,Q2721276,Q2457167,969,1004
43044,Q2012242,Q2721276,Q2017371,306,354
00702,Q187874,Q4071224,Q191871,59793,51601
02974,Q187874,Q4071224,Q810897,284,326
07870,Q187874,Q4071224,Q2012194,16,13
06029,Q187874,Q4071224,Q2012808,1637,1559
12992,Q187874,Q4071224,Q4127010,12,15
16955,Q187874,Q4071224,Q2014210,39,87
21676,Q187874,Q4071224,Q2014566,21,35
22839,Q187874,Q4071224,Q2014706,237,238
29581,Q187874,Q4071224,Q2016330,114,94
31108,Q187874,Q4071224,Q2016770,388,565
32341,Q187874,Q4071224,Q2016030,666,915
37633,Q187874,Q4071224,Q2015898,527,598
38385,Q187874,Q4071224,Q4231776,599,666
38799,Q187874,Q4071224,Q2459618,6,29
43298,Q187874,Q4071224,Q2017505,329,406
44834,Q187874,Q4071224,Q2017772,10,41
49151,Q187874,Q4071224,Q2018813,40,40
49309,Q187874,Q4071224,Q2019155,1665,1409
51127,Q187874,Q4071224,Q2654162,724,669
51830,Q187874,Q4071224,Q4321868,286,360
32398,Q187874,Q4071224,Q2018563,358,280
53761,Q187874,Q4071224,Q4336379,18,37
55590,Q187874,Q4071224,Q2018835,243,477
70737,Q187874,Q4071224,Q2020844,11,4
69273,Q187874,Q4071224,Q2021387,746,656
72789,Q187874,Q4071224,Q4460770,2680,2561
73147,Q187874,Q4071224,Q4462798,32,26
75254,Q187874,Q4071224,Q4469933,11,9
80437,Q187874,Q4071224,Q4511962,552,719
06361,Q187874,Q585848,Q405203,1735,1704
02035,Q187874,Q585848,Q15846467,42,77
05356,Q187874,Q585848,Q2012206,699,700
12680,Q187874,Q585848,Q4129128,122,152
23580,Q187874,Q585848,Q4167689,357,413
30750,Q187874,Q585848,Q4190262,282,416
31160,Q187874,Q585848,Q2016385,88,166
54451,Q187874,Q585848,Q2019444,224,267
58983,Q187874,Q585848,Q2019950,576,628
62966,Q187874,Q585848,Q2020496,145,282
65526,Q187874,Q585848,Q2020765,96,208
69818,Q187874,Q585848,Q4443726,389,546
70593,Q187874,Q585848,Q2021348,78,135
73794,Q187874,Q585848,Q2021835,240,258
81308,Q187874,Q585848,Q2465949,58,110
81975,Q187874,Q585848,Q2022556,769,835
03085,Q187874,Q2561213,Q2011481,736,697
14996,Q187874,Q2561213,Q2013646,188,197
16328,Q187874,Q2561213,Q2013437,152,299
22191,Q187874,Q2561213,Q2014010,412,384
24000,Q187874,Q2561213,Q2014151,525,577
24582,Q187874,Q2561213,Q4171555,1958,2115
29475,Q187874,Q2561213,Q2014915,1553,1474
32038,Q187874,Q2561213,Q2015971,263,306
35523,Q187874,Q2561213,Q1722578,2591,2674
54465,Q187874,Q2561213,Q2018584,98,226
55926,Q187874,Q2561213,Q4359778,432,453
63553,Q187874,Q2561213,Q2462941,180,272
63567,Q187874,Q2561213,Q2020571,1281,1493
70353,Q187874,Q2561213,Q2654079,106,185
81133,Q187874,Q2561213,Q2022259,340,421
02720,Q187874,Q2015223,Q806585,3622,3188
35496,Q187874,Q2015223,Q405351,2984,2763
36498,Q187874,Q2015223,Q316841,25919,22583
37277,Q187874,Q2015223,Q405893,1126,980
03109,Q187874,Q2015223,Q2011511,490,485
04563,Q187874,Q2015223,Q2012440,901,833
10207,Q187874,Q2015223,Q4104188,1421,1422
10291,Q187874,Q2015223,Q2058381,1158,1113
12005,Q187874,Q2015223,Q2653587,1060,1044
16513,Q187874,Q2015223,Q2014230,471,439
22931,Q187874,Q2015223,Q2014258,328,357
24241,Q187874,Q2015223,Q2013894,1494,1482
32226,Q187874,Q2015223,Q2016762,496,495
36186,Q187874,Q2015223,Q4213652,1235,1215
37229,Q187874,Q2015223,Q4223675,1171,1147
40703,Q187874,Q2015223,Q2015977,177,222
40939,Q187874,Q2015223,Q2016948,950,943
47250,Q187874,Q2015223,Q2018077,20,26
49117,Q187874,Q2015223,Q2018556,214,212
49240,Q187874,Q2015223,Q2019721,69,88
55676,Q187874,Q2015223,Q2019784,543,573
58616,Q187874,Q2015223,Q4380589,331,424
62949,Q187874,Q2015223,Q4396619,4952,4440
67235,Q187874,Q2015223,Q2462975,917,848
67903,Q187874,Q2015223,Q2021233,618,628
69420,Q187874,Q2015223,Q4442890,748,711
77462,Q187874,Q2015223,Q2022123,1800,1715
44478,Q187874,Q2408601,Q405602,2047,2009
02453,Q187874,Q2408601,Q2011113,0,19
03530,Q187874,Q2408601,Q2012169,207,180
05623,Q187874,Q2408601,Q2012510,53,77
20883,Q187874,Q2408601,Q2014032,73,88
23950,Q187874,Q2408601,Q4169004,177,154
31423,Q187874,Q2408601,Q4190020,35,40
